UnderlyingSymbol,Beta
GOOGL,1.1336758873342372
AMZN,1.081978228555552
CNR,1.2111131971842488
CRESY,1.029715163034011
ES=F,0.9638599720338658
GLNG,1.2453759018414856
HEIA.AS,0.3131447829754658
HHH,1.2788505840141011
INTC,1.269932747098013
MC.PA,0.6599231323382048
NVO,0.561127108206367
PYPL,1.3373446528211776
SEM.LS,0.3941658206518207
SOI.PA,0.7660793582340993
VET,1.471443205848574
YPF,1.1191211668773517
